Bathrooms,Bedrooms,Erf Size,Floor Size,Garages,Listing Date,Listing Number,Pet Friendly,Price,Town,Type of Property,Garden,Pool,Secure Parking,Parking,No Pets Allowed,Furnished,Flatlet,Fibre Internet,Furnished (Optional),ADSL Internet,Satellite Internet,Fixed WiMax Internet
1.0,2.0,,507 m²,1.0,14 September 2020,109115163,,950000.0,"Matroosfontein, Cape Town",House,,,,,1.0,,1.0,,,,,
1.0,,,40 m²,1.0,14 September 2020,109115481,,1895000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
4.0,4.0,1 500 m²,300 m²,2.0,04 September 2020,109068185,,12900000.0,"Constantia, Cape Town",House,1.0,,,,,,,,,,,
2.5,3.0,248 m²,,2.0,02 March 2020,108519523,,7700000.0,"Nieuwe Steenberg, Cape Town",House,,,,2.0,,,,,,,,
2.0,3.0,722 m²,201 m²,1.0,08 September 2020,109087525,,3900000.0,"Kenilworth, Cape Town",House,,,3.0,,,,,,,,,
2.0,2.0,135 m²,,,15 September 2020,109119077,1.0,2595000.0,"Observatory, Cape Town",House,,,,,,,,,,,,
3.0,3.0,,146 m²,,04 August 2020,108947058,,13997500.0,"53 Victoria Road, Clifton, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,,
2.0,3.0,,,,11 August 2020,108974073,1.0,4200000.0,"17 Putter Street, Lakeside, Cape Town",House,1.0,1.0,,3.0,,,1.0,,,,,
3.0,4.0,388 m²,,2.0,12 August 2020,108978952,1.0,11995000.0,"2 Brompton, Bantry Bay, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,1.0,,47 m²,,07 September 2020,109074876,1.0,1950000.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,1.0,60 m²,,,14 August 2020,108987825,,2384000.0,"Bendenis Court, 4 Scholtz Road, Green Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,,,63 m²,,25 August 2020,109028360,,1495000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,0.5,,41 m²,1.0,10 August 2020,108969813,,1435000.0,"Observatory, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
1.0,1.0,,73 m²,,29 July 2020,108925061,1.0,1750000.0,"5 Mortimer Road, Wynberg Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,2.0,,90 m²,,25 August 2020,109028121,,4495000.0,"Claremont Upper, Cape Town",Apartment / Flat,1.0,,,2.0,,,,,,,,
1.5,3.0,,118 m²,1.0,22 July 2020,108901224,,2700000.0,"4 Highstead Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
2.0,2.0,,100 m²,,21 July 2020,108892696,,3950000.0,"15 Upper Orange Street, Oranjezicht, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,
2.0,2.0,,88 m²,1.0,20 July 2020,108890376,,3500000.0,"20 Riebeek, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,2.0,,68 m²,2.0,10 September 2020,109104311,,2750000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,2.0,,70 m²,,19 August 2019,107845016,,2500000.0,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,,
4.0,5.0,496 m²,228 m²,1.0,22 July 2020,108901401,,2450000.0,"9 Belfast Road, Wynberg, Cape Town",House,1.0,,,4.0,,,,,,,,
1.0,3.0,495 m²,,3.0,14 September 2020,109116943,1.0,2650000.0,"Southfield, Cape Town",House,1.0,1.0,,2.0,,,,,,,,
8.0,8.0,7 709 m²,,4.0,02 July 2020,105869394,,56000000.0,"Bishopscourt, Cape Town",House,1.0,1.0,,12.0,,,,,,,,
2.0,2.0,,94 m²,,20 July 2020,108887883,1.0,11490000.0,"36 Victoria Road, Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,2.0,,93 m²,,17 July 2020,108882915,,3800000.0,"Gardens, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,
1.0,3.0,364 m²,,2.0,11 September 2020,109108189,,2300000.0,"Plumstead, Cape Town",House,1.0,,,,,,1.0,,,,,
2.0,2.0,,110 m²,1.0,06 August 2020,108956049,,3495000.0,"5 Marseilles Avenue, Sea Point, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
1.0,4.0,227 m²,,,15 September 2020,109119692,,1200000.0,"Coniston Park, Cape Town",House,,,,2.0,,,,,,,,
1.0,2.0,71 m²,71 m²,,25 August 2020,109028013,,1895000.0,"Claremont Upper, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
3.0,4.0,736 m²,244 m²,2.0,02 September 2020,109055846,,3395000.0,"Zeekoevlei, Cape Town",House,1.0,,,5.0,,,,,,,,
3.0,4.0,720 m²,270 m²,3.0,02 September 2020,109059456,1.0,4150000.0,"Kirstenhof, Cape Town",House,1.0,1.0,,,,,,,,,,
2.0,3.0,734 m²,,2.0,14 July 2020,108869622,,4485000.0,"14 Wyndover Road, Claremont, Cape Town",House,1.0,1.0,2.0,,,,,,,,,
4.0,5.0,377 m²,,,19 August 2019,107848054,,3750000.0,"22 Upper Bloem Street, Bo Kaap, Cape Town",House,1.0,,,1.0,,,,,,,,
2.0,4.0,515 m²,295 m²,2.0,01 September 2020,109054605,,3295000.0,"Plumstead, Cape Town",House,1.0,,,3.0,,,,,,,,
1.5,3.0,144 m²,126 m²,1.0,22 July 2020,108902100,,3145000.0,"24 Stegman Road, Newlands, Cape Town",Townhouse,,,,2.0,1.0,,,,,,,
1.5,2.0,,65 m²,,08 September 2020,109088166,,2260000.0,"Observatory, Cape Town",Apartment / Flat,1.0,1.0,,2.0,,,,,,,,
2.0,2.0,885 m²,130 m²,2.0,06 August 2020,108958038,1.0,3100000.0,"34 Achilles Way, Pinelands, Cape Town",House,1.0,,2.0,,,,,,,,,
2.0,3.0,190 m²,,,26 January 2020,108365290,,2400000.0,"14 Arnold Street, Observatory, Cape Town",House,1.0,,,,,,,1.0,,,,
3.0,3.0,627 m²,,2.0,07 July 2020,108840928,1.0,49950000.0,"Bantry Bay, Cape Town",House,,1.0,,,,,1.0,,,,,
1.0,0.5,,,,14 September 2020,109113819,,2199000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
2.0,6.0,496 m²,270 m²,2.0,02 September 2020,109055531,,2350000.0,"Penlyn Estate, Cape Town",House,1.0,,,,,,,,,,,
3.0,4.0,833 m²,250 m²,,20 July 2020,108888466,,4195000.0,"19 Victory Avenue, Pinelands, Cape Town",House,,1.0,,5.0,,,1.0,,,,,
1.0,1.0,,50 m²,1.0,30 July 2020,108931170,1.0,1695000.0,"40 Solan Street, Gardens, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,2.0,13 827 m²,119 m²,,28 August 2020,109042673,1.0,3450000.0,"Green Point, Cape Town",Apartment / Flat,1.0,,,,,,,,,,,
2.5,5.0,887 m²,250 m²,2.0,24 August 2020,109024836,,5395000.0,"Newlands, Cape Town",House,,,,,,,1.0,,,,,
1.5,3.0,,97 m²,1.0,31 August 2020,109047536,1.0,1675000.0,"Claremont, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,2.0,94 m²,94 m²,1.0,24 August 2020,109021764,1.0,2795000.0,"44 Davenport Road, Vredehoek, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,1.0,,,
1.0,1.0,40 m²,40 m²,,09 September 2020,109094560,,1900000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
1.0,1.0,,71 m²,,07 August 2020,108965002,,1295000.0,"277 Main Road, Claremont, Claremont, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
1.0,2.0,,132 m²,1.0,19 July 2020,108887103,1.0,2890000.0,"344 Brickfield Street, Salt River, Cape Town",Townhouse,1.0,1.0,,1.0,,,,,,,,
1.0,1.0,,53 m²,,25 August 2020,109027710,,2995000.0,"35 The Odyssey Hill Road Green Point, Green Point, Cape Town",Apartment / Flat,,1.0,,1.0,,,,1.0,,,,
5.5,5.0,1 437 m²,527 m²,3.0,24 August 2020,109023401,1.0,19900000.0,"Constantia, Cape Town",House,,1.0,,3.0,,,,,,,,
2.0,2.0,,,,10 September 2020,109100255,,3500000.0,"7 Prestwich Street, De Waterkant, Cape Town",Apartment / Flat,,,,1.0,1.0,,,1.0,,,,
2.0,2.0,,77 m²,,10 September 2020,109100837,,4600000.0,"Claremont Upper, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,,
3.0,3.0,268 m²,,2.0,06 August 2020,108958260,,4495000.0,"36a St Andrews Road, Claremont, Cape Town",House,,,,,,,,,,,,
4.5,4.0,829 m²,,2.0,17 March 2020,108579642,,20500000.0,"Fresnaye, Cape Town",House,1.0,1.0,,3.0,,,,,,,,
2.0,2.0,,141 m²,,10 July 2020,108856945,,10995000.0,"Faulconier, Dock Road, Waterfront, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,,
4.0,5.0,595 m²,,,02 September 2020,109057029,,2695000.0,"Thornton, Cape Town",House,,,,3.0,1.0,,1.0,,,,,
1.0,2.0,,72 m²,1.0,30 August 2020,109046322,,1490000.0,"Bergvliet, Cape Town",Apartment / Flat,1.0,,1.0,,,,,,,,,
1.0,1.0,,53 m²,,03 July 2020,108828186,,2250000.0,"197 Main Road, Green Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,2.0,,97 m²,,14 July 2020,108869612,1.0,3950000.0,"13 Ingleside Road, Camps Bay, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,,
2.0,2.0,112 m²,87 m²,,18 August 2020,109003559,1.0,2050000.0,"Harfield Village, Cape Town",Townhouse,,,,1.0,,,,,,,,
3.0,10.0,282 m²,282 m²,,03 September 2020,109063541,,4000000.0,"Salt River, Cape Town",House,,,,,1.0,,,,,,,
1.0,2.0,,,,16 September 2020,109128004,,1180000.0,"Wynberg, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
3.0,4.0,137 m²,200 m²,1.0,24 August 2020,109023404,1.0,5950000.0,"Sea Point, Cape Town",House,,,,,,,,,,,,
1.0,1.0,,53 m²,,27 August 2020,109037438,,1780000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,88 m²,,07 September 2020,109072915,,4595000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,,
1.0,3.0,168 m²,98 m²,,24 August 2020,109022762,1.0,2195000.0,"Woodstock, Cape Town",House,,,,1.0,,,,,,,,
2.0,2.0,,75 m²,,07 September 2020,109074040,,1780000.0,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,,
2.0,2.0,,92 m²,,23 August 2020,109020392,,3240000.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
4.0,4.0,377 m²,,,18 August 2020,106520878,,5995000.0,"13 Heatherton Road, Claremont, Cape Town",House,,,,,,,,,,,,
2.0,2.0,,80 m²,,23 July 2020,108906210,,1995000.0,"37 Roeland Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,
1.0,1.0,,72 m²,,23 July 2020,108906534,,5995000.0,"42 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,,
2.0,5.0,496 m²,,,20 September 2020,109140100,,1799000.0,"Surrey Estate, Cape Town",House,1.0,,,9.0,,,,,,,,
2.0,2.0,,84 m²,2.0,20 July 2020,108888821,1.0,4950000.0,"10 Quendon Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,2.0,337 m²,,,31 July 2020,108935620,,2750000.0,"9 Norfolk Street, Harfield Village, Cape Town",House,,,,3.0,,,,,,,,
4.0,4.0,991 m²,380 m²,3.0,01 September 2020,109052384,1.0,14495000.0,"Newlands, Cape Town",House,,1.0,,,,,1.0,,,,,
2.5,2.0,,145 m²,,01 July 2020,108820889,,10495000.0,"55 St Johns Road, Sea Point, Cape Town",Apartment / Flat,1.0,1.0,2.0,,,,,,,,,
1.0,1.0,,69 m²,1.0,01 September 2020,109054006,,2995000.0,"Bantry Bay, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
1.5,3.0,265 m²,130 m²,,28 August 2020,109043256,,3395000.0,"Mowbray, Cape Town",House,1.0,,,1.0,,,,,,,,
3.0,4.0,446 m²,,1.0,08 September 2020,109092993,,4250000.0,"Rondebosch, Cape Town",House,1.0,,,3.0,,,,,,,,
2.0,3.0,,143 m²,1.0,24 July 2020,108911430,1.0,1760000.0,"30 Mocke Road, Punts Estate, Cape Town",Townhouse,,,,1.0,,,,1.0,,,,
1.0,0.5,,44 m²,,09 September 2020,109096833,,1750000.0,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,91 m²,,09 September 2020,109097638,,4750000.0,"Foreshore, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,,
2.0,2.0,,,,09 September 2020,109096595,,3940000.0,"24 Hans Strijdom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
1.0,2.0,,52 m²,,03 September 2020,109062649,,895000.0,"32 Rylands Heights, Rylands, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
3.0,4.0,726 m²,220 m²,2.0,22 July 2020,108899822,1.0,4995000.0,"5 Petricia Road, Constantia, Cape Town",House,,1.0,,2.0,,,1.0,,,,,
3.0,3.0,328 m²,328 m²,2.0,27 August 2020,109037930,1.0,2995000.0,"Observatory, Cape Town",House,,,,,,,1.0,,,,,
3.0,3.0,,233 m²,1.0,02 September 2020,109059666,1.0,7995000.0,"De Waterkant, Cape Town",House,,1.0,,,,,,,,,,
1.0,2.0,124 m²,124 m²,,24 August 2020,109021360,1.0,2195000.0,"Observatory, Cape Town",House,1.0,,,,,,,1.0,,,,
2.0,3.0,381 m²,117 m²,1.0,24 August 2020,109024230,1.0,3295000.0,"Mowbray, Cape Town",House,,,,2.0,,,,,,,,
1.0,2.0,,78 m²,,07 August 2020,108961150,,1750000.0,"6 Constantiaberg Villas, 5 Birmingham Rd, Plumstead, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,2.0,1 200 m²,73 m²,,30 July 2019,107764168,,2395000.0,"27 St. James Street, Vredehoek, Cape Town",Apartment / Flat,1.0,,,,1.0,,,,,,,
2.0,2.0,,94 m²,,20 July 2020,108888065,,11990000.0,"36 Victoria Road, Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
,,,55 m²,,08 August 2020,108966946,,2500000.0,"De Waterkant, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,
4.5,5.0,481 m²,320 m²,2.0,27 August 2020,109038604,1.0,16750000.0,"Fresnaye, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,2.0,,67 m²,1.0,17 July 2020,108884642,,3450000.0,"15 Boundary Road, Green Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
1.5,2.0,,73 m²,1.0,26 August 2020,109030452,,2900000.0,"Vredehoek, Cape Town",Apartment / Flat,1.0,1.0,,,1.0,,,,,,,
1.0,2.0,,81 m²,,27 July 2020,108918067,,6000000.0,"119 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
1.0,2.0,,90 m²,1.0,24 August 2020,109020401,1.0,1800000.0,"11 Vans Road, Tokai, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,,
3.0,4.0,369 m²,,,21 August 2020,109017141,,1950000.0,"40 Shearwater Drive, Marina Da Gama, Cape Town",House,,,,1.0,,,,,,,,
7.5,7.0,515 m²,1635 m²,3.0,24 June 2020,108795152,1.0,27500000.0,"19 Vesperdene, Green Point, Cape Town",House,,,,3.0,,,1.0,,,,,
1.0,2.0,,139 m²,1.0,18 July 2020,108886019,,4950000.0,"5 Hall Road, Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
1.0,2.0,,52 m²,,08 September 2020,109088168,,1169000.0,"Kenilworth, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,,,,,
4.0,5.0,1 663 m²,400 m²,,24 July 2020,108909802,,5900000.0,"3 Soetvlei, Constantia, Cape Town",House,,,,3.0,,,,,,,,
1.0,1.0,,28 m²,,03 September 2020,109047053,,691120.0,"Pinelands, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,
3.0,4.0,570 m²,360 m²,2.0,24 August 2020,109020893,1.0,6999000.0,"Claremont Upper, Cape Town",House,,,,2.0,,,1.0,,,,,
3.5,3.0,778 m²,,2.0,02 August 2020,108939633,,13500000.0,"11128 Steenberg Estate Off Steenberg Road, Steenberg Golf Estate, Cape Town",House,1.0,,,2.0,,,,,,1.0,,
1.0,3.0,496 m²,,1.0,09 September 2020,109094773,1.0,2750000.0,"2 Rouen Avenue, Diep River, Cape Town",House,1.0,,,1.0,,,,1.0,,,,
2.5,3.0,,130 m²,2.0,05 August 2020,108952681,1.0,8850000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
,,,44 m²,,01 September 2020,109054968,,2550000.0,"Green Point, Cape Town",Apartment / Flat,,,,,1.0,1.0,,,,,,
1.0,2.0,,56 m²,,04 September 2020,109065969,,1530000.0,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
4.5,4.0,542 m²,382 m²,2.0,06 August 2020,108956599,,10650000.0,"26 On Brommaert, Constantia, Cape Town",House,,,,,,,,,,,,
4.0,5.0,,408 m²,,14 December 2018,107039631,,29995000.0,"Bantry Bay, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,2.0,,,1.0,16 September 2020,109125160,,2695000.0,"Tamboerskloof, Cape Town",Apartment / Flat,,,,,,,,,,1.0,,
2.0,4.0,433 m²,152 m²,2.0,17 March 2020,108579236,,3975000.0,"Rondebosch, Cape Town",House,,1.0,,,,,,,,,,
2.5,2.0,,67 m²,,22 July 2020,108898749,,2475000.0,"82 Harfield Road, Kenilworth Upper, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,
1.0,3.0,405 m²,144 m²,,24 August 2020,109021289,1.0,3450000.0,"Mowbray, Cape Town",House,,,,2.0,,,1.0,,,,,
2.0,2.0,,129 m²,,16 July 2020,108880111,,12500000.0,"3 South Arm Road, Waterfront, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,,
2.0,4.0,704 m²,268 m²,2.0,07 January 2020,108295536,,10600000.0,"Newlands, Cape Town",House,,,,2.0,,,,,,,,
2.0,3.0,744 m²,340 m²,2.0,12 September 2020,109110392,1.0,6900000.0,"Rondebosch, Cape Town",House,1.0,,,2.0,,,,,,,,
1.0,1.0,,61 m²,,16 July 2020,108879609,,2850000.0,"103 Harbour Bridge 103 Dockrail Rd, Foreshore, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,178 m²,,,17 August 2020,108994930,,2800000.0,"Rosebank, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,2.0,,83 m²,,25 August 2020,109028792,,1650000.0,"Kenilworth, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,,
10.0,9.0,1 250 m²,,5.0,04 August 2020,108946858,,22000000.0,"1 Verwood Street, Muizenberg, Cape Town",House,1.0,1.0,4.0,,,,,,,,,
3.0,4.0,400 m²,,2.0,07 September 2020,109072182,,2599900.0,"Maitland, Cape Town",House,,1.0,,,,,,,,,,
4.0,4.0,965 m²,,2.0,08 September 2020,109089496,1.0,10950000.0,"Claremont Upper, Cape Town",House,1.0,1.0,3.0,,,,,,,,,
1.0,3.0,296 m²,66 m²,2.0,31 August 2020,109048438,,1850000.0,"Plumstead, Cape Town",House,,,,,,,,,,,,
4.5,4.0,598 m²,,3.0,17 September 2020,109131926,,23500000.0,"Fresnaye, Cape Town",House,,,,,,,,,,,,
,,,,,14 August 2020,108989356,,1850000.0,"6 Niblick Street, Lakeside, Cape Town",Townhouse,,,,,,,,,,,,
3.0,3.0,228 m²,350 m²,2.0,27 July 2020,108915627,1.0,5950000.0,"20 Lower Pypies Square, Vredehoek, Cape Town",House,1.0,,,,,,,,,,,
1.0,1.0,,47 m²,,09 September 2020,109093687,,1575000.0,"3a Greenfield Road, Kenilworth Upper, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,2.0,,71 m²,,17 July 2020,108883311,,3499000.0,"23 Arthur's Road, Arthurs Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,,
2.0,2.0,454 m²,170 m²,,12 August 2020,108978208,,1999000.0,"Wynberg Upper, Cape Town",House,1.0,,2.0,,,,,,,,,
2.0,3.0,,182 m²,1.0,28 August 2020,109041888,,3700000.0,"Observatory, Cape Town",Townhouse,,,,,1.0,,,,,,,
2.0,4.0,595 m²,,,07 September 2020,109077070,1.0,2150000.0,"Wetton, Cape Town",House,1.0,,,,,,1.0,,,,,
2.0,2.0,102 m²,,2.0,08 August 2020,108966776,,3400000.0,"24 Hans Strijdom Avenue, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,2.0,170 m²,100 m²,,24 June 2020,108793870,1.0,2750000.0,"14 Duke Street, Woodstock, Cape Town",House,,,,,,,,,,,,
3.5,3.0,335 m²,,1.0,31 August 2020,109048459,1.0,14900000.0,"Higgovale, Cape Town",House,1.0,1.0,,,,,,,,,,
2.0,2.0,,118 m²,2.0,05 March 2020,107125390,1.0,3500000.0,"338 Prestwich Street, De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,92 m²,,26 August 2020,109034326,,2699000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
2.5,2.0,82 m²,82 m²,,17 July 2020,108883820,1.0,2695000.0,"37 Chelmsford Road, Vredehoek, Cape Town",Apartment / Flat,1.0,,,1.0,,,,1.0,,,,
1.0,1.0,,90 m²,1.0,23 July 2020,108906937,,2975000.0,"22 Bloem Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,1.0,,,,,,
1.0,3.0,180 m²,,1.0,16 September 2020,109127067,1.0,990000.0,"Belhar, Cape Town",House,1.0,,,,,,,,,,,
2.0,2.0,312 m²,,,31 August 2020,109048912,1.0,1450000.0,"Lansdowne, Cape Town",House,,,,1.0,,,,,,,,
3.5,3.0,198 m²,198 m²,2.0,21 August 2020,109017416,,4700000.0,"Stonehurst Mountain Estate, Cape Town",House,,,,,1.0,,,1.0,,,,
2.0,3.0,,180 m²,1.0,01 September 2020,109054307,,11000000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,1.0,,,,,,
2.0,2.0,,138 m²,1.0,07 August 2020,108964875,,5800000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,35 m²,,27 August 2020,109038948,,1150000.0,"Zonnebloem, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.5,3.0,459 m²,280 m²,1.0,23 August 2020,109020209,1.0,4950000.0,"22 Thomson Road, Claremont, Claremont, Cape Town",House,1.0,1.0,,,,,,1.0,,,,
1.0,1.0,,,,08 September 2020,109091503,,900000.0,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,,,,1.0,,,,
1.0,2.0,,,,17 September 2020,109133312,,690000.0,"Bridgetown, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,1.0,3 702 m²,62 m²,,22 August 2020,107882646,,2250000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,0.5,,40 m²,,16 September 2020,109126673,,1895000.0,"Oranjezicht, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,84 m²,,04 September 2020,109067917,,2450000.0,"F307 Mandela Rhodes Place, 24 Church Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
1.0,2.0,,97 m²,1.0,27 August 2020,109037510,,3195000.0,"Mouille Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,24 m²,,16 September 2020,109123482,,399000.0,"Maitland, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.0,4.0,1 071 m²,340 m²,2.0,30 July 2020,108929632,,7450000.0,"10 Berram Road, Rondebosch, Cape Town",House,,1.0,4.0,,,,,,,,,
2.0,3.0,608 m²,,1.0,07 September 2020,109075900,,2350000.0,"Frogmore Estate, Cape Town",House,1.0,,,2.0,,,,,,,,
1.0,3.0,110 m²,120 m²,,15 July 2020,108875013,,2590000.0,"73 Lion Street, Bo Kaap, Cape Town",House,1.0,,,,,,,,,,,
5.0,4.0,490 m²,524 m²,2.0,24 August 2020,109024993,1.0,12500000.0,"Higgovale, Cape Town",House,1.0,,,2.0,,,,1.0,,,,
3.5,4.0,604 m²,211 m²,2.0,22 August 2020,109019128,1.0,9350000.0,"Silvertree Estate, Cape Town",House,1.0,1.0,,2.0,,,,,,,,
2.0,3.0,248 m²,100 m²,2.0,21 August 2020,109018120,,1250000.0,"Pelican Park, Cape Town",House,,,,2.0,,,,,,,,
6.0,6.0,1 082 m²,1029 m²,6.0,10 July 2020,106919836,1.0,69995000.0,"14 Fulham Road, Camps Bay, Cape Town",House,,1.0,,,,1.0,1.0,,,,,
1.0,1.0,,36 m²,,07 September 2020,109073842,,620000.0,"Maitland, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,2.0,,69 m²,,30 July 2020,108932188,,,"901 Wex 1 85 Albert Road, Woodstock, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,2.0,87 m²,87 m²,2.0,22 August 2020,109017716,1.0,4500000.0,"Devils Peak Estate, Cape Town",Apartment / Flat,1.0,,,,,,,1.0,1.0,,,
2.0,3.0,,,2.0,08 September 2020,109090256,,7495000.0,"8 Chepstowe Road Green Point, Green Point, Cape Town",Apartment / Flat,,,,2.0,,,,,,1.0,,
2.0,3.0,295 m²,,1.0,15 September 2020,109121126,,1495000.0,"Retreat, Cape Town",House,,,,4.0,,,,1.0,,,,
2.5,2.0,,115 m²,1.0,31 July 2020,108937255,,12995000.0,"5 Seacliffe Road, Sea Point, Cape Town",Apartment / Flat,1.0,,,,1.0,,,,,,,
2.0,5.0,299 m²,,,18 September 2020,109138050,,1550000.0,"Athlone, Cape Town",House,,,,,,,,,,,,
2.0,3.0,150 m²,180 m²,,21 August 2020,109017423,1.0,7500000.0,"Green Point, Cape Town",House,,,,,,,,,,,,
4.0,3.0,1 978 m²,326 m²,3.0,11 November 2019,108153604,,12500000.0,"9 Valley Road, Kenilworth Upper, Cape Town",House,,,,5.0,,,,,,,,
2.5,3.0,802 m²,229 m²,1.0,17 July 2020,108882071,1.0,4995000.0,"12 Harlequin Road, Rondebosch, Cape Town",House,,,,4.0,,,,,,,,
1.0,2.0,,85 m²,,27 August 2020,109036050,,2350000.0,"Green Point, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
2.0,2.0,,75 m²,1.0,21 August 2020,109013896,,3200000.0,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,3.0,496 m²,140 m²,1.0,15 July 2020,108871494,1.0,1795000.0,"19 Monty Road, Southfield, Cape Town",House,1.0,,,4.0,,,1.0,,,,,
5.0,5.0,3 684 m²,,3.0,25 August 2020,109028262,,38000000.0,"Bishopscourt, Cape Town",House,1.0,1.0,10.0,,,,,,,,,
1.0,2.0,159 m²,,,22 September 2020,109146787,,389000.0,"Hanover Park, Cape Town",House,,,,,,,,,,,,
